step,walltime,_timestamp,train/opt/param_count
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,11464422.0
182976,2025-05-19 15:53:46.559751987,1747670026.559752,11464422.0
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,11464422.0
190080,2025-05-19 15:57:49.351510048,1747670269.35151,11464422.0
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,11464422.0
197056,2025-05-19 16:01:50.712171078,1747670510.712171,11464422.0
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,11464422.0
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,11464422.0
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,11464422.0
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,11464422.0
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,11464422.0
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,11464422.0
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,11464422.0
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,11464422.0
228672,2025-05-19 16:19:53.873765945,1747671593.873766,11464422.0
232224,2025-05-19 16:21:55.888797998,1747671715.888798,11464422.0
235744,2025-05-19 16:23:55.148148060,1747671835.148148,11464422.0
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,11464422.0
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,11464422.0
246240,2025-05-19 16:29:56.853270054,1747672196.85327,11464422.0
249792,2025-05-19 16:31:58.693293095,1747672318.693293,11464422.0
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,11464422.0
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,11464422.0
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,11464422.0
263840,2025-05-19 16:39:59.766632080,1747672799.766632,11464422.0
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,11464422.0
270880,2025-05-19 16:44:00.384345055,1747673040.384345,11464422.0
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,11464422.0
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,11464422.0
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,11464422.0
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,11464422.0
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,11464422.0
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,11464422.0
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,11464422.0
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,11464422.0
302528,2025-05-19 17:02:06.410092115,1747674126.410092,11464422.0
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,11464422.0
309504,2025-05-19 17:06:06.319726944,1747674366.319727,11464422.0
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,11464422.0
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,11464422.0
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,11464422.0
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,11464422.0
327104,2025-05-19 17:16:09.551645041,1747674969.551645,11464422.0
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,11464422.0
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,11464422.0
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,11464422.0
341152,2025-05-19 17:24:12.267472029,1747675452.267472,11464422.0
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,11464422.0
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,11464422.0
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,11464422.0
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,11464422.0
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,11464422.0
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,11464422.0
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,11464422.0
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,11464422.0
372768,2025-05-19 17:42:17.485610008,1747676537.48561,11464422.0
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,11464422.0
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,11464422.0
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,11464422.0
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,11464422.0
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,11464422.0
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,11464422.0
397440,2025-05-19 17:56:20.014700890,1747677380.014701,11464422.0
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,11464422.0
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,11464422.0
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,11464422.0
411488,2025-05-19 18:04:22.756731033,1747677862.756731,11464422.0
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,11464422.0
418592,2025-05-19 18:08:28.063162088,1747678108.063162,11464422.0
422016,2025-05-19 18:10:24.031040907,1747678224.031041,11464422.0
425568,2025-05-19 18:12:26.214601040,1747678346.214601,11464422.0
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,11464422.0
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,11464422.0
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,11464422.0
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,11464422.0
443168,2025-05-19 18:22:28.293231010,1747678948.293231,11464422.0
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,11464422.0
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,11464422.0
453664,2025-05-19 18:28:29.870342970,1747679309.870343,11464422.0
457184,2025-05-19 18:30:29.126795052,1747679429.126795,11464422.0
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,11464422.0
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,11464422.0
467808,2025-05-19 18:36:33.693484068,1747679793.693484,11464422.0
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,11464422.0
474784,2025-05-19 18:40:31.269820929,1747680031.269821,11464422.0
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,11464422.0
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,11464422.0
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,11464422.0
488864,2025-05-19 18:48:34.671777010,1747680514.671777,11464422.0
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,11464422.0
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,11464422.0
499456,2025-05-19 18:54:38.140048027,1747680878.140048,11464422.0
