step,walltime,_timestamp,train/ret_min
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,-0.595844712376863
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,-0.6066247365429057
228672,2025-05-19 16:19:53.873765945,1747671593.873766,-0.6329764566062209
232224,2025-05-19 16:21:55.888797998,1747671715.888798,-0.6490438746473005
235744,2025-05-19 16:23:55.148148060,1747671835.148148,-0.6434983528811823
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,-0.6202427960663766
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,-0.6089120836643217
246240,2025-05-19 16:29:56.853270054,1747672196.85327,-0.6079653531383231
249792,2025-05-19 16:31:58.693293095,1747672318.693293,-0.6128798495340455
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,-0.6135212099687619
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,-0.6171228865010513
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,-0.6266987589877788
263840,2025-05-19 16:39:59.766632080,1747672799.766632,-0.6190563359890472
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,-0.623918663744222
270880,2025-05-19 16:44:00.384345055,1747673040.384345,-0.6302913984622468
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,-0.6128126411103048
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,-0.6418751873834817
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,-0.6429540190337734
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,-0.6399840937574973
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,-0.654411993666806
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,-0.6759536492697023
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,-0.6673753143888768
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,-0.6554306090386076
302528,2025-05-19 17:02:06.410092115,1747674126.410092,-0.6623738391308097
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,-0.6313992716880007
309504,2025-05-19 17:06:06.319726944,1747674366.319727,-0.6640756697635408
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,-0.662037659084072
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,-0.7023266323757442
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,-0.6881959644473485
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,-0.6953393656591123
327104,2025-05-19 17:16:09.551645041,1747674969.551645,-0.7080617465285791
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,-0.693577436113579
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,-0.6981288215484132
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,-0.7010615819578504
341152,2025-05-19 17:24:12.267472029,1747675452.267472,-0.7229546316949407
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,-0.6980495735633749
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,-0.7021980114281178
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,-0.6974360655146566
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,-0.6993123048178114
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,-0.6961373759729561
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,-0.6940375658943578
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,-0.688085796462523
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,-0.6935446130619808
372768,2025-05-19 17:42:17.485610008,1747676537.48561,-0.6875574332357288
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,-0.7127208739349787
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,-0.7733219531238884
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,-0.7242358999729559
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,-0.7181637038730763
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,-0.7180602919758746
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,-0.7017934954979202
397440,2025-05-19 17:56:20.014700890,1747677380.014701,-0.6919682971810134
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,-0.7074610788945679
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,-0.7043415794723502
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,-0.6998945033473492
411488,2025-05-19 18:04:22.756731033,1747677862.756731,-0.6857013454322111
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,-0.6853629034851585
418592,2025-05-19 18:08:28.063162088,1747678108.063162,-0.6737526965805808
422016,2025-05-19 18:10:24.031040907,1747678224.031041,-0.6863115009129326
425568,2025-05-19 18:12:26.214601040,1747678346.214601,-0.6966885166192377
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,-0.7041986018419266
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,-0.7090001986236185
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,-0.7430864390497608
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,-0.7360678982581491
443168,2025-05-19 18:22:28.293231010,1747678948.293231,-0.7189196371179711
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,-0.7004900911949914
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,-0.721422874704339
453664,2025-05-19 18:28:29.870342970,1747679309.870343,-0.7224108943602541
457184,2025-05-19 18:30:29.126795052,1747679429.126795,-0.7221143470907753
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,-0.7145590173533639
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,-0.7265148798681118
467808,2025-05-19 18:36:33.693484068,1747679793.693484,-0.7293514969616054
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,-0.7461197369525002
474784,2025-05-19 18:40:31.269820929,1747680031.269821,-0.7379775652831251
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,-0.7432377958619917
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,-0.7392512880773707
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,-0.740334624286603
488864,2025-05-19 18:48:34.671777010,1747680514.671777,-0.7434520198971973
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,-0.7579493755855682
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,-0.7533747865608683
499456,2025-05-19 18:54:38.140048027,1747680878.140048,-0.7468693322586742
