step,walltime,_timestamp,train/adv_std
109248,2025-05-19 15:11:35.514396667,1747667495.5143967,0.12624797126786275
112768,2025-05-19 15:13:38.380566597,1747667618.3805666,0.1270678649825806
116224,2025-05-19 15:15:35.537846088,1747667735.537846,0.12177831286357509
119776,2025-05-19 15:17:37.521825075,1747667857.521825,0.11974890582968255
123296,2025-05-19 15:19:36.949632168,1747667976.9496322,0.1193250326270407
126848,2025-05-19 15:21:38.916789532,1747668098.9167895,0.12272868342362009
130368,2025-05-19 15:23:42.053158283,1747668222.0531583,0.11839663488790393
133824,2025-05-19 15:25:39.286798239,1747668339.2867982,0.1171317936818081
137344,2025-05-19 15:27:40.796781063,1747668460.796781,0.11814171383157372
140864,2025-05-19 15:29:40.095939636,1747668580.0959396,0.1199716867879033
144416,2025-05-19 15:31:45.364200354,1747668705.3642004,0.12002237136937208
147840,2025-05-19 15:33:41.403523922,1747668821.403524,0.1191395619257449
151392,2025-05-19 15:35:41.824890614,1747668941.8248906,0.11668242292629706
154944,2025-05-19 15:37:43.630228281,1747669063.6302283,0.11549857372904683
158464,2025-05-19 15:39:42.913809299,1747669182.9138093,0.11279948006638071
161984,2025-05-19 15:41:47.782854080,1747669307.782854,0.11199713863263076
165408,2025-05-19 15:43:43.752321482,1747669423.7523215,0.10954182695980384
168960,2025-05-19 15:45:44.070061684,1747669544.0700617,0.11113267578184605
172512,2025-05-19 15:47:46.938723326,1747669666.9387233,0.11175525941055368
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.11331857486260594
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.10949877802249011
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.10717810980244497
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.10538923841909514
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.10455175910379973
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.1054891638203778
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.10634716776096159
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.10579161570322784
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.10446856458679782
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.10187888577546891
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.10041944022205743
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.09773876991505935
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.09625243818048726
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.09595825538240574
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.0964724932679789
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.09829509969382921
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.09742248063353268
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.09832240538248284
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.09433250487907915
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.09448177894359236
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.09458298958345966
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.0949939824472945
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.09477342888712884
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.09598194312321039
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.09688348348976837
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.09763199924914674
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.09771206649866972
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.09790993465787985
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.0959195070900023
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.09559176323711183
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.09481293183158744
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.09438260564966514
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.09471181368624622
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.09388871297978603
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.09373187251980895
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.09345992679538374
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.0920502486185649
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.09070284679870713
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.09132262259394068
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.09063260498884562
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.0913291519169103
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.09126499675734488
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.08948655711825598
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.09006107539473171
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.08950662693461857
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.08970902935093776
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.0893692805826127
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.08892358311617346
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.08817725474233026
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.08844174196181649
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.0883087274279784
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.0876950194622885
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.08860602191971423
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.08764031226956495
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.08740153752670095
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.08691074498505755
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.08647125339239975
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.08723090378228913
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.08939480349874578
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.08878757129213563
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.0886848097413101
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.08746139886271623
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.08652976605279201
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.08548294058958958
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.08533945320140537
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.08585837405505721
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.08641766748802217
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.08563194109804251
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.08437164324998588
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.08395284986509396
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.08473044646050885
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.08533014132649647
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.08578116558068856
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.08641490795825785
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.08651969825580448
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.08657038645714382
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.08555082535908164
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.08708350888284093
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.08533866130872755
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.08598243024322057
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.0859853580001403
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.08611209965772457
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.08710928545756773
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.08708742278972054
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.08686070993145997
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.0868671008639715
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.0873836060306309
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.08601826331578195
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.08615008505337217
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.08526196996136023
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.08443171716379848
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.08543200896599808
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.08444876783866097
