step,walltime,_timestamp,train/loss/height
119776,2025-05-19 15:17:37.521825075,1747667857.521825,0.0010233125113200414
123296,2025-05-19 15:19:36.949632168,1747667976.9496322,0.0009887985594104975
126848,2025-05-19 15:21:38.916789532,1747668098.9167895,0.0009751347525371448
130368,2025-05-19 15:23:42.053158283,1747668222.0531583,0.000977914670709817
133824,2025-05-19 15:25:39.286798239,1747668339.2867982,0.0009688168969053853
137344,2025-05-19 15:27:40.796781063,1747668460.796781,0.000962175817668057
140864,2025-05-19 15:29:40.095939636,1747668580.0959396,0.000950422638958447
144416,2025-05-19 15:31:45.364200354,1747668705.3642004,0.0009352864660474741
147840,2025-05-19 15:33:41.403523922,1747668821.403524,0.0009340780112477864
151392,2025-05-19 15:35:41.824890614,1747668941.8248906,0.0009154223690521567
154944,2025-05-19 15:37:43.630228281,1747669063.6302283,0.0009144683072746202
158464,2025-05-19 15:39:42.913809299,1747669182.9138093,0.0008897377971483035
161984,2025-05-19 15:41:47.782854080,1747669307.782854,0.0008741125744894485
165408,2025-05-19 15:43:43.752321482,1747669423.7523215,0.0008734655779352299
168960,2025-05-19 15:45:44.070061684,1747669544.0700617,0.0008733839359420754
172512,2025-05-19 15:47:46.938723326,1747669666.9387233,0.0008443038895092212
176000,2025-05-19 15:49:45.092893839,1747669785.0928938,0.0008327193946578677
179552,2025-05-19 15:51:50.559637308,1747669910.5596373,0.0008436630415818801
182976,2025-05-19 15:53:46.559751987,1747670026.559752,0.0008327704812489803
186528,2025-05-19 15:55:46.973790169,1747670146.9737902,0.000820154772005841
190080,2025-05-19 15:57:49.351510048,1747670269.35151,0.0008202956336931124
193600,2025-05-19 15:59:52.143643379,1747670392.1436434,0.0007936996011928634
197056,2025-05-19 16:01:50.712171078,1747670510.712171,0.0008049317865933753
200576,2025-05-19 16:03:49.956681252,1747670629.9566813,0.0007887535367692842
204128,2025-05-19 16:05:50.349941730,1747670750.3499417,0.0007807939554048651
207680,2025-05-19 16:07:52.163229465,1747670872.1632295,0.0007618384582340835
211200,2025-05-19 16:09:54.990927219,1747670994.9909272,0.0007571871939117872
214624,2025-05-19 16:11:52.929367304,1747671112.9293673,0.000759141118332056
218144,2025-05-19 16:13:52.174226761,1747671232.1742268,0.0007335576073356523
221696,2025-05-19 16:15:52.531279802,1747671352.5312798,0.000747156937880366
225248,2025-05-19 16:17:57.814453363,1747671477.8144534,0.0007260931496283454
228672,2025-05-19 16:19:53.873765945,1747671593.873766,0.0007206068827297918
232224,2025-05-19 16:21:55.888797998,1747671715.888798,0.0007193623090856121
235744,2025-05-19 16:23:55.148148060,1747671835.148148,0.000714454408973159
239296,2025-05-19 16:25:55.525610209,1747671955.5256102,0.000704486333848468
242848,2025-05-19 16:28:01.871626377,1747672081.8716264,0.0006933223569478843
246240,2025-05-19 16:29:56.853270054,1747672196.85327,0.0007046851437477909
249792,2025-05-19 16:31:58.693293095,1747672318.693293,0.0006836423586342413
253312,2025-05-19 16:33:57.976869822,1747672437.9768698,0.0006841710524564736
256864,2025-05-19 16:36:01.995666742,1747672561.9956667,0.0006953035225304628
260320,2025-05-19 16:38:00.502874374,1747672680.5028744,0.0006767654382471206
263840,2025-05-19 16:39:59.766632080,1747672799.766632,0.0006747903528528034
267360,2025-05-19 16:42:01.122768402,1747672921.1227684,0.0006641759678710845
270880,2025-05-19 16:44:00.384345055,1747673040.384345,0.000664080803604024
274432,2025-05-19 16:46:04.263636588,1747673164.2636366,0.0006587504579550335
277888,2025-05-19 16:48:02.763467789,1747673282.7634678,0.000650477912501999
281408,2025-05-19 16:50:02.047858715,1747673402.0478587,0.000651999423445721
284960,2025-05-19 16:52:04.096445322,1747673524.0964453,0.0006359830668598816
288480,2025-05-19 16:54:03.350425482,1747673643.3504255,0.0006252521148284854
292032,2025-05-19 16:56:07.289979696,1747673767.2899797,0.0006250199066516461
295456,2025-05-19 16:58:05.341565371,1747673885.3415654,0.0006095953513152797
298976,2025-05-19 17:00:04.611531258,1747674004.6115313,0.0006180283660796703
302528,2025-05-19 17:02:06.410092115,1747674126.410092,0.00061943181788445
306048,2025-05-19 17:04:09.200087786,1747674249.2000878,0.0006155496215962392
309504,2025-05-19 17:06:06.319726944,1747674366.319727,0.0006053631914255675
313056,2025-05-19 17:08:08.077250481,1747674488.0772505,0.0006115717865418652
316576,2025-05-19 17:10:07.358102560,1747674607.3581026,0.0006003675028874899
320128,2025-05-19 17:12:09.690521717,1747674729.6905217,0.0005941679612881564
323648,2025-05-19 17:14:12.459861517,1747674852.4598615,0.0005972670877202869
327104,2025-05-19 17:16:09.551645041,1747674969.551645,0.0006047261031535864
330656,2025-05-19 17:18:11.330963850,1747675091.3309639,0.0005916585720147883
334176,2025-05-19 17:20:10.592103243,1747675210.5921032,0.0005768329815923194
337728,2025-05-19 17:22:16.142609119,1747675336.1426091,0.0005719738018760345
341152,2025-05-19 17:24:12.267472029,1747675452.267472,0.0005666469255417137
344704,2025-05-19 17:26:12.752267361,1747675572.7522674,0.0005694707588928223
348224,2025-05-19 17:28:14.091207743,1747675694.0912077,0.0005671560538427333
351744,2025-05-19 17:30:13.436766386,1747675813.4367664,0.0005528317506270303
355296,2025-05-19 17:32:18.734192371,1747675938.7341924,0.0005619903436249966
358720,2025-05-19 17:34:14.732593298,1747676054.7325933,0.0005586115493204948
362272,2025-05-19 17:36:15.103837729,1747676175.1038377,0.0005506757500755542
365824,2025-05-19 17:38:16.821981192,1747676296.8219812,0.0005546853186256936
369344,2025-05-19 17:40:19.597247839,1747676419.5972478,0.0005389353852065555
372768,2025-05-19 17:42:17.485610008,1747676537.48561,0.000545898167142823
376288,2025-05-19 17:44:16.778774738,1747676656.7787747,0.0005324743439235714
379840,2025-05-19 17:46:17.218710423,1747676777.2187104,0.0005291782134434896
383392,2025-05-19 17:48:18.946798801,1747676898.9467988,0.0005366916589041425
386912,2025-05-19 17:50:21.725440741,1747677021.7254407,0.0005202211368338216
390368,2025-05-19 17:52:20.159259319,1747677140.1592593,0.0005235662745993371
393888,2025-05-19 17:54:19.630604744,1747677259.6306047,0.0005220866402437836
397440,2025-05-19 17:56:20.014700890,1747677380.014701,0.000514038262760575
400992,2025-05-19 17:58:25.774995804,1747677505.7749958,0.0005147907333495725
404416,2025-05-19 18:00:21.915855408,1747677621.9158554,0.0005144158696277594
407968,2025-05-19 18:02:23.547632456,1747677743.5476325,0.0005104604890941839
411488,2025-05-19 18:04:22.756731033,1747677862.756731,0.0005087280372125943
415040,2025-05-19 18:06:23.091437578,1747677983.0914376,0.0004985792573705538
418592,2025-05-19 18:08:28.063162088,1747678108.063162,0.0005009655653486481
422016,2025-05-19 18:10:24.031040907,1747678224.031041,0.0005012827746851085
425568,2025-05-19 18:12:26.214601040,1747678346.214601,0.000497977156211729
429088,2025-05-19 18:14:25.431440353,1747678465.4314404,0.0004956289070006195
432640,2025-05-19 18:16:25.775581121,1747678585.7755811,0.00048730469140397735
436192,2025-05-19 18:18:30.750889778,1747678710.7508898,0.0004839572603970311
439616,2025-05-19 18:20:26.716792583,1747678826.7167926,0.00048100010671902547
443168,2025-05-19 18:22:28.293231010,1747678948.293231,0.0004827615375197146
446688,2025-05-19 18:24:27.508926868,1747679067.5089269,0.00048159282366462075
450240,2025-05-19 18:26:32.619707346,1747679192.6197073,0.00047569824441329276
453664,2025-05-19 18:28:29.870342970,1747679309.870343,0.00048790728418952374
457184,2025-05-19 18:30:29.126795052,1747679429.126795,0.000491632023625822
460736,2025-05-19 18:32:30.731026173,1747679550.7310262,0.0004890207620265501
464256,2025-05-19 18:34:29.934651613,1747679669.9346516,0.00047425826732333835
467808,2025-05-19 18:36:33.693484068,1747679793.693484,0.00047364439142420615
471264,2025-05-19 18:38:31.981508493,1747679911.9815085,0.00047944923734475096
474784,2025-05-19 18:40:31.269820929,1747680031.269821,0.0004551277231505744
478336,2025-05-19 18:42:33.376602173,1747680153.3766022,0.00046331937381444995
481856,2025-05-19 18:44:36.018835545,1747680276.0188355,0.00045025906716050074
485312,2025-05-19 18:46:33.098924637,1747680393.0989246,0.000474868154368677
488864,2025-05-19 18:48:34.671777010,1747680514.671777,0.0004621186167282799
492384,2025-05-19 18:50:33.908812523,1747680633.9088125,0.0004521736546766161
495936,2025-05-19 18:52:35.494518280,1747680755.4945183,0.00045269347701177394
499456,2025-05-19 18:54:38.140048027,1747680878.140048,0.0004510023244041473
